pred,obj,cnt
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/page/ISO_50001,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 62337,1
http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/Modbus,1
http://www.w3.org/2002/07/owl#sameAs,http://id.dbpedia.org/resource/ISO_9000,1
http://www.w3.org/2000/01/rdf-schema#label,BPMN,1
http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/DECT,1
https://w3id.org/i40/sto#hasTag,EDDL,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/7446,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q17146026,1
https://w3id.org/i40/sto#hasTag,Enterprise control systems,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Control_engineering,1
http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/ISO_10303,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/CAEX,1
https://w3id.org/i40/sto#hasOfficialResource,http://www.iso-architecture.org/ieee-1471/,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/Device_Description_Language,1
https://w3id.org/i40/sto#relatedTo,https://w3id.org/i40/sto#ISA-95,1
https://w3id.org/i40/sto#hasClassification,https://w3id.org/i40/rami#ConditionMonitoring,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/57914.html,1
https://w3id.org/i40/sto#hasPublicationDate,2013-04-01,1
https://w3id.org/i40/sto#developer,https://w3id.org/i40/sto#MTConnect_Institute,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q533123,1
http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/ISO/IEC/IEEE_42010,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/69466.html,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 15459,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Query_languages,1
http://www.w3.org/2002/07/owl#sameAs,http://sw.cyc.com/concept/Mx4r1cSkZhRsQdiElMDPRDyNxw,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Business_Process_Execution_Language,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/page/ISO_13485,1
https://w3id.org/i40/sto#hasPublicationDate,2011-01-12,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/IEC_60870,1
https://w3id.org/i40/sto#hasOfficialResource,http://www.etsi.org/technologies-clusters/technologies/low-throughput-networks,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q728183,1
https://w3id.org/i40/sto#hasTag,Data Distribution Service for real-time systems,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Web_Ontology_Language,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Computer-aided_manufacturing,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://de.wikipedia.org/wiki/ECl@ss,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/IEC_61511,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 5459,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 14306,1
https://w3id.org/i40/sto#hasTag,19439,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q287228,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Systems_Modeling_Language,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Electronic_engineering,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 20922,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/33834.html,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/SPARQL,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/ビジネスプロセスモデリング表記法,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 61512,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/Business_Process_Execution_Language,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Device_Description_Language,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/IEC_61511,1
http://www.w3.org/2002/07/owl#sameAs,http://pl.dbpedia.org/resource/OPC_Unified_Architecture,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/ANSI/ISA-95,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Networking_standards,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q16976659,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q1135322,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Wikicat3DGraphicsFileFormats,1
http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Technology,1
http://www.w3.org/2000/01/rdf-schema#label,OMG DDS,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/Resource_Description_Framework,1
https://w3id.org/i40/sto#hasTag,Enterprise-control system integration,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 15926,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q787190,1
https://w3id.org/i40/sto#hasDomain,Enterprise Control,1
https://w3id.org/i40/sto#hasTag,Information Security Management Systems,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Code106667317,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 29182-1,1
http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/SPARQL,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/ISA-88,1
http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/PROFIBUS,1
http://www.w3.org/2002/07/owl#sameAs,http://pl.dbpedia.org/resource/Resource_Description_Framework,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Quality,1
http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/ISA88,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/63505.html,1
https://w3id.org/i40/sto#hasTag,Functional safety - Safety instrumented systems for the process industry sector,1
http://www.w3.org/2000/01/rdf-schema#label,ISO/IEC 27000,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Gear103431243,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/45261.html,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q5974096,1
http://www.w3.org/2002/07/owl#sameAs,http://pl.dbpedia.org/resource/MQTT,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/IEC_61499,1
http://www.w3.org/2002/07/owl#sameAs,http://eu.dbpedia.org/resource/RDF,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatOntologyLanguages,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q54872,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Building_automation,1
https://w3id.org/i40/sto#relatedTo,https://w3id.org/i40/sto#IEC_61131,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q168160,1
http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/Data_Distribution_Service,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q787190,1
http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/ISO_9000,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 60839-5-2,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/Rule_Interchange_Format,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/IEC_60364,1
http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/Normas_ISO_9000,1
https://w3id.org/i40/sto#hasPublicationDate,2016-02-03,1
http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/ANSI/ISA-95,1
http://www.w3.org/2002/07/owl#sameAs,http://cs.dbpedia.org/resource/Fieldbus,1
https://w3id.org/i40/sto#relatedTo,https://w3id.org/i40/sto#IEC_61784,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/B2MML,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatWebServiceSpecifications,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/page/Modbus,1
https://w3id.org/i40/sto#motivation,Stations need to describe their operational state and performance parameters towards superior I4.0-Components,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/CAN_bus_monitor,1
http://www.w3.org/2000/01/rdf-schema#label,SPARQL,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 60061,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Metadata,1
https://w3id.org/i40/sto#hasTag,FBs distributed systems,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/ISO_11898,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/IEC_61400,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Controller_Area_Network,1
https://w3id.org/i40/sto#relatedTo,https://w3id.org/i40/sto#ISO_13374,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/IEC_61508,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/B2MML,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/24120,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Rule_Interchange_Format,1
http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/Modelo_SCOR,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatGraphicsStandards,1
https://w3id.org/i40/sto#hasTag,MTConnect,1
http://www.w3.org/2000/01/rdf-schema#label,BBF TR-069,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Open-endCredit113375323,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Worker109632518,1
https://w3id.org/i40/sto#publisher,https://w3id.org/i40/sto#MTConnect_Institute,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Rule_Interchange_Format,1
http://www.w3.org/2002/07/owl#sameAs,https://w3id.org/i40/sto#ISO_14443,1
https://w3id.org/i40/sto#hasPublicationDate,2014-08-19,1
https://w3id.org/i40/sto#hasOfficialResource,http://sysml.org/,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Qualitätsmanagementnorm,1
https://w3id.org/i40/sto#hasPublicationDate,2012-02-01,1
http://www.w3.org/2002/07/owl#sameAs,http://id.dbpedia.org/resource/Modbus,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Evidence106643408,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q1017620,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Web_services,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/66777.html,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 15704,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Resource_Description_Framework,1
http://www.w3.org/2000/01/rdf-schema#label,ISO ASTM 52915,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/7326,1
http://www.w3.org/2002/07/owl#sameAs,https://w3id.org/i40/sto#ISO_29161,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/54948.html,1
https://w3id.org/i40/sto#hasOfficialResource,http://www.iso.org/iso/catalogue_detail.htm?csnumber=63740,1
http://www.w3.org/2002/07/owl#sameAs,http://d-nb.info/gnd/4396527-1,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q1653426,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Robert_Bosch_GmbH,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/OWL,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/page/Data_Distribution_Service,1
https://w3id.org/i40/sto#hasClassification,https://w3id.org/i40/rami#Lifecycle_Status,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 8062-4,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q1149607,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/IEC_61499,1
https://w3id.org/i40/sto#relatedTo,https://w3id.org/i40/sto#ISO_14306,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:RDF_data_access,1
http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/TR-069,1
http://www.w3.org/2002/07/owl#sameAs,http://d-nb.info/gnd/7693644-2,1
https://w3id.org/i40/sto#hasTag,62837,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 20140-5,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/HeatEngine103507963,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.w3.org/TR/rif-overview/,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/ISO_50001,1
https://w3id.org/i40/sto#hasTag,ISO/IEC/IEEE 42010,1
https://w3id.org/i40/sto#developer,https://w3id.org/i40/sto#OPC_Foundation,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/57308.html,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 19629,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/IEC_61850,1
https://w3id.org/i40/sto#motivation,"The standards for Digital Factory define methods and information models, which are required for self description of I40-components. IEC TS 62832 defines methods, which allow to validate or plan connections between assets.",1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/page/Profibus,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 50001,1
https://w3id.org/i40/sto#relatedTo,https://w3id.org/i40/sto#ISO_13849,1
http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/COLLADA,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/ISO_19439,1
http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/Controller_Area_Network,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/TR-069,1
http://www.w3.org/2002/07/owl#sameAs,http://ko.dbpedia.org/resource/TR-069,1
http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Organization,1
http://www.w3.org/2002/07/owl#sameAs,http://ko.dbpedia.org/resource/WS-BPEL,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Statement106722453,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/7040,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/Digital_Enhanced_Cordless_Telecommunications,1
https://w3id.org/i40/sto#publisher,https://w3id.org/i40/sto#BBF,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 62264,1
http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/Systems_Modeling_Language,1
http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/Data_Distribution_Service,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Energy_economics,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/MTConnect,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/ISO/IEC_14443,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Sequence108459252,1
https://w3id.org/i40/sto#hasClassification,https://w3id.org/i40/rami#safety,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 15746,1
http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/Profibus,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/5528,1
https://w3id.org/i40/sto#hasTag,Systems Modeling Language,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 29002,1
http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/IEC_61131,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/Data_Distribution_Service,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q3146921,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:IEEE_standards,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q1351784,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:XML,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q8026813,1
http://www.w3.org/2002/07/owl#sameAs,http://es.dbpedia.org/resource/Profibus,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Standard_for_the_exchange_of_product_model_data,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/DECT_Ultra_Low_Energy,1
http://www.w3.org/2000/01/rdf-schema#label,SysML,1
https://w3id.org/i40/sto#hasOfficialResource,http://www.iso.org/iso/home/store/catalogue_tc/catalogue_detail.htm?csnumber=69883,1
https://w3id.org/i40/sto#hasClassification,https://w3id.org/i40/sto#Communication,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/YagoLegalActor,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/ASME_Y14.41>,1
https://w3id.org/i40/sto#hasTag,Energy Efficiency,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/ISO_9000,1
https://w3id.org/i40/sto#hasPublicationDate,2016-08-01,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/ISO_9000,1
http://www.w3.org/2000/01/rdf-schema#label,ETSI LTN,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 27000,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q3146921,1
http://www.w3.org/2000/01/rdf-schema#label,eClass,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/IEC_61508,1
https://w3id.org/i40/sto#hasTag,OPC UA,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 60870,1
https://w3id.org/i40/sto#motivation,Properties and LOPs as an informational representation of the features of measuring equipment. The referenced standards define general principles (e.g. part 11) as well as specific LOPs for specific device types. These international standards also may serve as examples for description of products.,1
http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/Business_Process_Execution_Language,1
http://www.w3.org/2000/01/rdf-schema#label,Quality Information Framework,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/Web_Ontology_Language?oldformat=true,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/IEC_60870,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 1302,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Group100031264,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/page/CAN_bus,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q431851,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatBibliographyFileFormats,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/CAEX,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Action100037396,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Wind_turbines,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/7033,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Transmission104472243,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/EN_61499,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Person,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/CAN_bus,1
http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/Profibus,1
http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/IEC_60870-5-103,1
http://www.w3.org/2002/07/owl#sameAs,http://fr.dbpedia.org/resource/ISA95,1
https://w3id.org/i40/sto#relatedTo,https://w3id.org/i40/sto#IEC_62337,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/ISO_10303,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/5506,1
http://www.w3.org/2000/01/rdf-schema#label,RDF,1
https://w3id.org/i40/sto#hasClassification,https://w3id.org/i40/rami#EnergyEfficiency,1
http://www.w3.org/2002/07/owl#sameAs,http://pl.dbpedia.org/resource/Modbus,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 1101,1
https://w3id.org/i40/sto#hasTag,Functional Safety of Electrical/Electronic/Programmable Electronic Safety-related Systems,1
http://www.w3.org/2000/01/rdf-schema#label,ASAM ODS,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Digital_subscriber_line,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Digital_Enhanced_Cordless_Telecommunications,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Collada_(Speicherformat),1
http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/COLLADA,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/BPEL,1
http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/Digital_Enhanced_Cordless_Telecommunications,1
https://w3id.org/i40/sto#hasTag,Network and system security for industrial-process measurement and control,1
http://www.w3.org/2002/07/owl#sameAs,http://pl.dbpedia.org/resource/Business_Process_Execution_Language,1
http://www.w3.org/2002/07/owl#sameAs,http://it.dbpedia.org/resource/Business_Process_Execution_Language,1
http://www.w3.org/2002/07/owl#sameAs,http://ja.dbpedia.org/resource/Resource_Description_Framework,1
http://www.w3.org/2000/01/rdf-schema#label,MTConnect,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Data_transmission,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q1135322,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Motor103789946,1
https://w3id.org/i40/sto#developer,https://w3id.org/i40/sto#IEC,1
http://www.w3.org/2000/01/rdf-schema#label,ISO 14739-1,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q603967,1
https://w3id.org/i40/sto#hasTag,COLLADA,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Assets113329641,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Regulation_of_medical_devices,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q431851,1
https://w3id.org/i40/sto#hasClassification,https://w3id.org/i40/sto#ProcessPlanning,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/WikicatComputerLanguages,1
http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/ISO_9000,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q533123,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q1857202,1
http://www.w3.org/2002/07/owl#sameAs,http://pt.dbpedia.org/resource/TR-069,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/Systems_Modeling_Language,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q1017605,1
http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/Rule_Interchange_Format,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 62714,1
http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Recommendation,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/Digital_Enhanced_Cordless_Telecommunications,1
https://w3id.org/i40/sto#hasOfficialResource,https://www.iso.org/standard/28144.html,1
http://www.w3.org/2000/01/rdf-schema#label,ETSI DECT,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q498344,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/OPC_Unified_Architecture,1
http://www.w3.org/2002/07/owl#sameAs,http://de.dbpedia.org/resource/Business_Process_Model_and_Notation,1
https://w3id.org/i40/sto#hasClassification,https://w3id.org/i40/sto#ProductionLifeCycleDataManagement,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 62837,1
https://w3id.org/i40/sto#hasTag,SCOR,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/ISO_13849,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q728183,1
https://w3id.org/i40/sto#hasOfficialResource,http://qifstandards.org/,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q1206769,1
https://w3id.org/i40/sto#hasTag,Ultra Low Energy,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Extension106335162,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Indication106797169,1
http://www.w3.org/2000/01/rdf-schema#label,IEC 61784,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/Resource_Description_Framework,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/resource/IEC_61511,1
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/class/yago/Series108457976,1
http://www.w3.org/2000/01/rdf-schema#label,IEC TS 62237,1
https://w3id.org/i40/sto#hasOfficialResource,https://webstore.iec.ch/publication/6626,1
http://www.w3.org/2000/01/rdf-schema#label,ISO PAS 17506,1
http://www.w3.org/2002/07/owl#sameAs,http://wikidata.dbpedia.org/resource/Q17146026,1
http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/Resource_Description_Framework,1
http://www.w3.org/2002/07/owl#sameAs,http://cs.dbpedia.org/resource/Business_Process_Model_and_Notation,1
https://w3id.org/i40/sto#hasWikipediaArticle,https://en.wikipedia.org/wiki/ISO/IEC_27000,1
http://www.w3.org/2002/07/owl#sameAs,http://yago-knowledge.org/resource/ULE_-_Ultra_Low_Energy,1
http://www.w3.org/2002/07/owl#sameAs,http://www.wikidata.org/entity/Q1275526,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Technical_communication,1
http://purl.org/linguistics/gold/hypernym,http://dbpedia.org/resource/Commission,1
https://w3id.org/i40/sto#hasDBpediaResource,http://dbpedia.org/page/ISO_10303,1
http://purl.org/dc/terms/subject,http://dbpedia.org/resource/Category:Wireless_networking,1
https://w3id.org/i40/sto#developer,https://w3id.org/i40/sto#APICS,1
https://w3id.org/i40/sto#hasTag,Condition Monitoring,1
http://www.w3.org/2002/07/owl#sameAs,http://nl.dbpedia.org/resource/SPARQL,1
